molecule_name,atom_index_0,atom_index_1,distance_1,atom_index_2,atom_2,distance_2,cosine_angle
dsgdb9nsd_000948,7,0,1.0041277094572048,1,C,1.3469272387131368,0.49260701659714035
dsgdb9nsd_000948,7,0,1.0041277094572048,5,C,3.4750772141690804,0.18713837900524055
dsgdb9nsd_000948,7,0,1.0041277094572048,3,C,3.4750782145537484,0.7459207447694018
dsgdb9nsd_000948,7,0,1.0041277094572048,8,H,1.0041277981970538,0.5146772479085376
dsgdb9nsd_000948,7,0,1.0041277094572048,10,H,4.351661324725101,0.022040018731131542
dsgdb9nsd_000948,7,0,1.0041277094572048,9,H,4.35166168278904,0.8458319706455917
dsgdb9nsd_000948,7,0,1.0041277094572048,6,N,2.3030669534152013,-0.03113192610361721
dsgdb9nsd_000948,7,0,1.0041277094572048,2,N,2.3030670842265573,0.8729910734524697
dsgdb9nsd_000948,7,0,1.0041277094572048,4,N,4.026779089354067,0.4926065436955568
dsgdb9nsd_000948,8,0,1.0041277981970538,1,C,1.3469272387131368,0.49260640665030764
dsgdb9nsd_000948,8,0,1.0041277981970538,5,C,3.4750772141690804,0.7459212118543919
dsgdb9nsd_000948,8,0,1.0041277981970538,3,C,3.4750782145537484,0.18713906690142518
dsgdb9nsd_000948,8,0,1.0041277981970538,7,H,1.0041277094572048,0.5146772479085377
dsgdb9nsd_000948,8,0,1.0041277981970538,10,H,4.351661324725101,0.8458322357480065
dsgdb9nsd_000948,8,0,1.0041277981970538,9,H,4.35166168278904,0.022040515966192404
dsgdb9nsd_000948,8,0,1.0041277981970538,6,N,2.3030669534152013,0.8729913061935743
dsgdb9nsd_000948,8,0,1.0041277981970538,2,N,2.3030670842265573,-0.031131449924003803
dsgdb9nsd_000948,8,0,1.0041277981970538,4,N,4.026779089354067,0.4926068806507259
dsgdb9nsd_000980,7,0,1.015044354291094,1,C,1.389559849145534,0.40276921176815184
dsgdb9nsd_000980,7,0,1.015044354291094,2,C,2.5525935941336746,0.38691392903010874
dsgdb9nsd_000980,7,0,1.015044354291094,5,C,3.469096153351864,0.4204875824267151
dsgdb9nsd_000980,7,0,1.015044354291094,8,H,1.0122753779869669,0.32210893058880885
dsgdb9nsd_000980,7,0,1.015044354291094,9,H,4.0896136983293285,0.3224283369934799
dsgdb9nsd_000980,7,0,1.015044354291094,10,H,4.401766112563148,0.4008052209898948
dsgdb9nsd_000980,7,0,1.015044354291094,4,N,3.629666945384988,0.43131255777758887
dsgdb9nsd_000980,7,0,1.015044354291094,6,O,2.376955698248643,0.3706410681319694
dsgdb9nsd_000980,7,0,1.015044354291094,3,O,3.1835243454997704,0.282832126301167
dsgdb9nsd_000980,8,0,1.0122753779869669,1,C,1.389559849145534,0.3673310458160993
dsgdb9nsd_000980,8,0,1.0122753779869669,2,C,2.5525935941336746,0.04954607997916834
dsgdb9nsd_000980,8,0,1.0122753779869669,5,C,3.469096153351864,0.5430190589794717
dsgdb9nsd_000980,8,0,1.0122753779869669,7,H,1.015044354291094,0.3221089305888089
dsgdb9nsd_000980,8,0,1.0122753779869669,9,H,4.0896136983293285,-0.23477570466538256
dsgdb9nsd_000980,8,0,1.0122753779869669,10,H,4.401766112563148,0.6279073203571807
dsgdb9nsd_000980,8,0,1.0122753779869669,4,N,3.629666945384988,0.27550584821687724
dsgdb9nsd_000980,8,0,1.0122753779869669,6,O,2.376955698248643,0.7001797455973294
dsgdb9nsd_000980,8,0,1.0122753779869669,3,O,3.1835243454997704,-0.3001556790590199
dsgdb9nsd_001013,9,6,1.0073208591749838,5,C,1.355778620452498,0.6068359660914283
dsgdb9nsd_001013,9,6,1.0073208591749838,2,C,1.3850829131076827,0.5829560605867372
dsgdb9nsd_001013,9,6,1.0073208591749838,3,C,2.192836250639701,0.9571210453620975
dsgdb9nsd_001013,9,6,1.0073208591749838,8,H,2.136043377917532,0.2084472121937339
dsgdb9nsd_001013,9,6,1.0073208591749838,7,H,3.246395196313692,0.9282950233569266
dsgdb9nsd_001013,9,6,1.0073208591749838,4,N,2.2169564454642416,0.9444210469867772
