molecule_name,atom_index_0,atom_index_1,distance_1,atom_index_2,atom_2,distance_2,cosine_angle
dsgdb9nsd_000948,7,2,3.217157511510458,3,C,1.3256198542881632,0.7248687127759168
dsgdb9nsd_000948,7,2,3.217157511510458,1,C,1.3479376385330597,-0.9237879138184225
dsgdb9nsd_000948,7,2,3.217157511510458,5,C,2.663861282452479,-0.17828437074265893
dsgdb9nsd_000948,7,2,3.217157511510458,9,H,2.0554988863739467,0.9649366624997623
dsgdb9nsd_000948,7,2,3.217157511510458,8,H,2.483627002210066,-0.8425357378551128
dsgdb9nsd_000948,7,2,3.217157511510458,10,H,3.7525235978322486,-0.17783012210982105
dsgdb9nsd_000948,7,2,3.217157511510458,0,N,2.3030670842265573,-0.9883450219060361
dsgdb9nsd_000948,7,2,3.217157511510458,4,N,2.3811763796423,0.3385320180021083
dsgdb9nsd_000948,7,2,3.217157511510458,6,N,2.3927040332327874,-0.6434862047279664
dsgdb9nsd_000948,7,6,2.483626405855495,5,C,1.3256187412905711,0.9817902878736535
dsgdb9nsd_000948,7,6,2.483626405855495,1,C,1.3479389344705175,-0.5720759213634834
dsgdb9nsd_000948,7,6,2.483626405855495,3,C,2.663861512516968,0.37980047058168187
dsgdb9nsd_000948,7,6,2.483626405855495,10,H,2.0554986534226174,0.9543774627195164
dsgdb9nsd_000948,7,6,2.483626405855495,8,H,3.2171576326788287,-0.842535771847475
dsgdb9nsd_000948,7,6,2.483626405855495,9,H,3.7525238509385135,0.38022708506310693
dsgdb9nsd_000948,7,6,2.483626405855495,0,N,2.3030669534152013,-0.9147134683419713
dsgdb9nsd_000948,7,6,2.483626405855495,4,N,2.3811766230695106,0.7920616627088934
dsgdb9nsd_000948,7,6,2.483626405855495,2,N,2.3927040332327874,-0.12985348979157932
dsgdb9nsd_000948,8,2,2.483627002210066,3,C,1.3256198542881632,0.9817902164846509
dsgdb9nsd_000948,8,2,2.483627002210066,1,C,1.3479376385330597,-0.5720764568455551
dsgdb9nsd_000948,8,2,2.483627002210066,5,C,2.663861282452479,0.37979993683111796
dsgdb9nsd_000948,8,2,2.483627002210066,9,H,2.0554988863739467,0.9543774929719574
dsgdb9nsd_000948,8,2,2.483627002210066,7,H,3.217157511510458,-0.8425357378551128
dsgdb9nsd_000948,8,2,2.483627002210066,10,H,3.7525235978322486,0.38022693148251047
dsgdb9nsd_000948,8,2,2.483627002210066,0,N,2.3030670842265573,-0.9147134927821723
dsgdb9nsd_000948,8,2,2.483627002210066,4,N,2.3811763796423,0.7920616762728531
dsgdb9nsd_000948,8,2,2.483627002210066,6,N,2.3927040332327874,-0.12985364225326915
dsgdb9nsd_000948,8,6,3.2171576326788287,5,C,1.3256187412905711,0.7248690147831381
dsgdb9nsd_000948,8,6,3.2171576326788287,1,C,1.3479389344705175,-0.9237876396943676
dsgdb9nsd_000948,8,6,3.2171576326788287,3,C,2.663861512516968,-0.17828374082896742
dsgdb9nsd_000948,8,6,3.2171576326788287,10,H,2.0554986534226174,0.9649367054007609
dsgdb9nsd_000948,8,6,3.2171576326788287,7,H,2.483626405855495,-0.842535771847475
dsgdb9nsd_000948,8,6,3.2171576326788287,9,H,3.7525238509385135,-0.17782989659646237
dsgdb9nsd_000948,8,6,3.2171576326788287,0,N,2.3030669534152013,-0.9883450407435949
dsgdb9nsd_000948,8,6,3.2171576326788287,4,N,2.3811766230695106,0.33853205655282503
dsgdb9nsd_000948,8,6,3.2171576326788287,2,N,2.3927040332327874,-0.6434860387221538
dsgdb9nsd_000980,9,4,2.374146810739139,5,C,1.2988890025765287,0.9106888197357602
dsgdb9nsd_000980,9,4,2.374146810739139,2,C,1.377309030487362,-0.616565677427419
dsgdb9nsd_000980,9,4,2.374146810739139,1,C,2.251297842923913,-0.06354863128378668
dsgdb9nsd_000980,9,4,2.374146810739139,10,H,2.137466710965558,0.9998615490315206
dsgdb9nsd_000980,9,4,2.374146810739139,8,H,4.0278683117235206,-0.3165674210846488
dsgdb9nsd_000980,9,4,2.374146810739139,7,H,4.169285735824955,-0.13069517786027668
dsgdb9nsd_000980,9,4,2.374146810739139,0,N,3.629666945384988,-0.1210413907872994
dsgdb9nsd_000980,9,4,2.374146810739139,6,O,2.224242907765105,0.5368961605743782
dsgdb9nsd_000980,9,4,2.374146810739139,3,O,2.388949130271264,-0.91801463292283
dsgdb9nsd_001013,7,6,3.246395196313692,5,C,1.355778620452498,-0.26777070512223067
dsgdb9nsd_001013,7,6,3.246395196313692,2,C,1.3850829131076827,-0.8432802538613546
dsgdb9nsd_001013,7,6,3.246395196313692,3,C,2.192836250639701,-0.996209706762426
dsgdb9nsd_001013,7,6,3.246395196313692,9,H,1.0073208591749838,0.9282950233569265
dsgdb9nsd_001013,7,6,3.246395196313692,8,H,2.136043377917532,0.17017593521758026
dsgdb9nsd_001013,7,6,3.246395196313692,4,N,2.2169564454642416,-0.7544618123058029
dsgdb9nsd_001013,7,6,3.246395196313692,0,N,3.516175819423607,-0.33503096219128536
dsgdb9nsd_001013,9,4,3.1855498434782565,5,C,1.3179996579811974,-0.8782194896796107
dsgdb9nsd_001013,9,4,3.1855498434782565,3,C,1.3640469478932986,-0.22516320416526997
dsgdb9nsd_001013,9,4,3.1855498434782565,2,C,2.256669814996467,-0.7428588194880521
dsgdb9nsd_001013,9,4,3.1855498434782565,8,H,2.137286446529034,-0.6052289344671831
dsgdb9nsd_001013,9,4,3.1855498434782565,7,H,2.143380076197156,0.21114429198762869
dsgdb9nsd_001013,9,4,3.1855498434782565,6,N,2.2169564454642416,-0.9945822924178417
dsgdb9nsd_001013,9,4,3.1855498434782565,0,N,4.793634194315166,-0.6557538766173512
dsgdb9nsd_001334,7,3,2.6520480459457363,1,C,1.4788910996544051,-0.574616724003644
dsgdb9nsd_001334,7,3,2.6520480459457363,4,C,1.481868315215259,-0.1627333602946801
dsgdb9nsd_001334,7,3,2.6520480459457363,5,C,2.518243053206982,-0.3725392100637746
dsgdb9nsd_001334,7,3,2.6520480459457363,13,H,1.0171299645793417,0.9108032460568103
dsgdb9nsd_001334,7,3,2.6520480459457363,14,H,2.193072816033542,0.26927081007459813
dsgdb9nsd_001334,7,3,2.6520480459457363,17,H,2.5564348358824627,0.05154684869268303
dsgdb9nsd_001334,7,3,2.6520480459457363,6,O,3.001060287721378,-0.0374842925587872
dsgdb9nsd_001334,8,3,3.008496565559088,1,C,1.4788910996544051,-0.7421372443205305
dsgdb9nsd_001334,8,3,3.008496565559088,4,C,1.481868315215259,0.1120021606119096
dsgdb9nsd_001334,8,3,3.008496565559088,5,C,2.518243053206982,0.15092099103998602
dsgdb9nsd_001334,8,3,3.008496565559088,13,H,1.0171299645793417,0.5005621952990273
dsgdb9nsd_001334,8,3,3.008496565559088,14,H,2.193072816033542,0.3768102617966941
dsgdb9nsd_001334,8,3,3.008496565559088,17,H,2.5564348358824627,0.6214317871057372
dsgdb9nsd_001334,8,3,3.008496565559088,6,O,3.001060287721378,0.537961391914363
dsgdb9nsd_001334,9,3,3.42664257122249,1,C,1.4788910996544051,-0.9117109434561824
dsgdb9nsd_001334,9,3,3.42664257122249,4,C,1.481868315215259,-0.4132473756765099
dsgdb9nsd_001334,9,3,3.42664257122249,5,C,2.518243053206982,-0.3271718585353883
dsgdb9nsd_001334,9,3,3.42664257122249,13,H,1.0171299645793417,0.6820364552185959
dsgdb9nsd_001334,9,3,3.42664257122249,14,H,2.193072816033542,-0.09576024945496339
dsgdb9nsd_001334,9,3,3.42664257122249,17,H,2.5564348358824627,0.3498973386069381
dsgdb9nsd_001334,9,3,3.42664257122249,6,O,3.001060287721378,0.14006799737305511
dsgdb9nsd_001334,10,3,2.9899701019103544,1,C,1.4788910996544051,-0.7290154055420891
dsgdb9nsd_001334,10,3,2.9899701019103544,4,C,1.481868315215259,0.07303907768033147
dsgdb9nsd_001334,10,3,2.9899701019103544,5,C,2.518243053206982,0.5185500068430132
