molecule_name,atom_index_0,atom_index_1,distance_1,atom_index_2,atom_2,distance_2,cosine_angle
dsgdb9nsd_000948,7,0,1.0041277094572048,1,C,2.0383754754611343,0.818118908007292
dsgdb9nsd_000948,7,0,1.0041277094572048,5,C,3.79347379080649,0.4361300795709778
dsgdb9nsd_000948,7,0,1.0041277094572048,3,C,4.276693355531582,0.840897473918154
dsgdb9nsd_000948,7,0,1.0041277094572048,8,H,1.7476884648735176,0.8702520339011312
dsgdb9nsd_000948,7,0,1.0041277094572048,10,H,4.487520687329249,0.24513277669598343
dsgdb9nsd_000948,7,0,1.0041277094572048,9,H,5.228495706021695,0.8960325396840121
dsgdb9nsd_000948,7,0,1.0041277094572048,6,N,2.483626405855495,0.3754303775533508
dsgdb9nsd_000948,7,0,1.0041277094572048,2,N,3.217157511510458,0.9370646929045761
dsgdb9nsd_000948,7,0,1.0041277094572048,4,N,4.605087767409646,0.648792290134799
dsgdb9nsd_000948,8,0,1.0041277981970538,1,C,2.0383751433536674,0.8181186817924276
dsgdb9nsd_000948,8,0,1.0041277981970538,3,C,3.7934754282429375,0.4361305942198818
dsgdb9nsd_000948,8,0,1.0041277981970538,5,C,4.276692823177683,0.8408978043939878
dsgdb9nsd_000948,8,0,1.0041277981970538,7,H,1.7476884648735176,0.8702520585436623
dsgdb9nsd_000948,8,0,1.0041277981970538,9,H,4.487521542243353,0.24513323371058698
dsgdb9nsd_000948,8,0,1.0041277981970538,10,H,5.228495650910297,0.8960327288197633
dsgdb9nsd_000948,8,0,1.0041277981970538,2,N,2.483627002210066,0.3754307630586664
dsgdb9nsd_000948,8,0,1.0041277981970538,6,N,3.2171576326788287,0.9370648163111643
dsgdb9nsd_000948,8,0,1.0041277981970538,4,N,4.605088120839788,0.6487925542515968
dsgdb9nsd_000980,7,0,1.015044354291094,1,C,2.0241974388095003,0.7779459894792954
dsgdb9nsd_000980,7,0,1.015044354291094,2,C,3.0904746825612786,0.6480164300697943
dsgdb9nsd_000980,7,0,1.015044354291094,5,C,4.003280857963718,0.6179322152975598
dsgdb9nsd_000980,7,0,1.015044354291094,8,H,1.648318286542807,0.8136215588366157
dsgdb9nsd_000980,7,0,1.015044354291094,9,H,4.52019304037296,0.5162725744554983
dsgdb9nsd_000980,7,0,1.015044354291094,10,H,4.8976979959207645,0.567469696191484
dsgdb9nsd_000980,7,0,1.015044354291094,4,N,4.169285735824955,0.6189466138557322
dsgdb9nsd_000980,7,0,1.015044354291094,6,O,2.9101093286016964,0.6515362617332964
dsgdb9nsd_000980,7,0,1.015044354291094,3,O,3.60458599306071,0.5313917653089165
dsgdb9nsd_000980,8,0,1.0122753779869669,1,C,1.9972396864999973,0.7624041625500009
dsgdb9nsd_000980,8,0,1.0122753779869669,2,C,2.792218198716676,0.40782858047397663
dsgdb9nsd_000980,8,0,1.0122753779869669,5,C,4.107693826637578,0.7050332446661488
dsgdb9nsd_000980,8,0,1.0122753779869669,7,H,1.648318286542807,0.8124827834415332
dsgdb9nsd_000980,8,0,1.0122753779869669,9,H,3.975649073592449,0.013113189616956813
dsgdb9nsd_000980,8,0,1.0122753779869669,10,H,5.098617905155546,0.7406274823510891
dsgdb9nsd_000980,8,0,1.0122753779869669,4,N,4.0278683117235206,0.4995868019475965
dsgdb9nsd_000980,8,0,1.0122753779869669,3,O,3.0372624729291435,0.01867552335964469
dsgdb9nsd_000980,8,0,1.0122753779869669,6,O,3.169238399879029,0.8445472622649622
dsgdb9nsd_001013,9,6,1.0073208591749838,5,C,2.1237579185021898,0.8617065401757523
dsgdb9nsd_001013,9,6,1.0073208591749838,2,C,2.135382235593907,0.8498540952231471
dsgdb9nsd_001013,9,6,1.0073208591749838,1,C,2.76248993779275,0.4705925487186979
dsgdb9nsd_001013,9,6,1.0073208591749838,8,H,2.544484320793229,0.5708713292341876
dsgdb9nsd_001013,9,6,1.0073208591749838,7,H,4.198228978826837,0.9577689506793972
dsgdb9nsd_001013,9,6,1.0073208591749838,4,N,3.1855498434782565,0.9734775278663987
dsgdb9nsd_001013,9,6,1.0073208591749838,0,N,3.619317642502693,0.24009220465456643
dsgdb9nsd_001263,12,5,1.0046662239310822,4,C,2.076605652307591,0.8278968784019711
