molecule_name,atom_index_0,atom_index_1,distance_1,atom_index_2,atom_2,distance_2,cosine_angle
dsgdb9nsd_000948,9,2,2.0554988863739467,3,C,1.0886633154482714,0.8162220172878655
dsgdb9nsd_000948,9,2,2.0554988863739467,5,C,3.2212976240234683,0.5667764338870149
dsgdb9nsd_000948,9,2,2.0554988863739467,1,C,3.2287195431364144,0.9668137890720052
dsgdb9nsd_000948,9,2,2.0554988863739467,10,H,4.119339029127491,0.4200039596720175
dsgdb9nsd_000948,9,2,2.0554988863739467,8,H,4.487521542243353,0.9862496606552535
dsgdb9nsd_000948,9,2,2.0554988863739467,7,H,5.228495706021695,0.9868712548284684
dsgdb9nsd_000948,9,2,2.0554988863739467,4,N,2.0687303532825063,0.3333182085504789
dsgdb9nsd_000948,9,2,2.0554988863739467,6,N,3.7525238509385135,0.815569491053951
dsgdb9nsd_000948,9,2,2.0554988863739467,0,N,4.35166168278904,0.9982249865889138
dsgdb9nsd_000948,9,4,2.0687303532825063,3,C,1.0886633154482714,0.8167617039233044
dsgdb9nsd_000948,9,4,2.0687303532825063,5,C,3.2212976240234683,0.9656749393687606
dsgdb9nsd_000948,9,4,2.0687303532825063,1,C,3.2287195431364144,0.5631288287442554
dsgdb9nsd_000948,9,4,2.0687303532825063,10,H,4.119339029127491,0.9956200235114658
dsgdb9nsd_000948,9,4,2.0687303532825063,8,H,4.487521542243353,0.17292335546386656
dsgdb9nsd_000948,9,4,2.0687303532825063,7,H,5.228495706021695,0.48121507828718146
dsgdb9nsd_000948,9,4,2.0687303532825063,2,N,2.0554988863739467,0.3333182085504789
dsgdb9nsd_000948,9,4,2.0687303532825063,6,N,3.7525238509385135,0.817412329158006
dsgdb9nsd_000948,9,4,2.0687303532825063,0,N,4.35166168278904,0.38887649284100134
dsgdb9nsd_000948,10,4,2.0687306551340545,5,C,1.0886632937787943,0.8167610922150337
dsgdb9nsd_000948,10,4,2.0687306551340545,3,C,3.221296862761412,0.9656750145102247
dsgdb9nsd_000948,10,4,2.0687306551340545,1,C,3.2287202215275865,0.5631290496732675
dsgdb9nsd_000948,10,4,2.0687306551340545,9,H,4.119339029127491,0.9956200247924549
dsgdb9nsd_000948,10,4,2.0687306551340545,7,H,4.487520687329249,0.17292319250492774
dsgdb9nsd_000948,10,4,2.0687306551340545,8,H,5.228495650910297,0.481214893762694
dsgdb9nsd_000948,10,4,2.0687306551340545,6,N,2.0554986534226174,0.33331809562184833
dsgdb9nsd_000948,10,4,2.0687306551340545,2,N,3.7525235978322486,0.8174122977811179
dsgdb9nsd_000948,10,4,2.0687306551340545,0,N,4.351661324725101,0.38887636437780915
dsgdb9nsd_000948,10,6,2.0554986534226174,5,C,1.0886632937787943,0.8162225608452898
dsgdb9nsd_000948,10,6,2.0554986534226174,3,C,3.221296862761412,0.566776096833918
dsgdb9nsd_000948,10,6,2.0554986534226174,1,C,3.2287202215275865,0.9668136901781355
dsgdb9nsd_000948,10,6,2.0554986534226174,9,H,4.119339029127491,0.4200038385494842
dsgdb9nsd_000948,10,6,2.0554986534226174,7,H,4.487520687329249,0.9862496530618122
dsgdb9nsd_000948,10,6,2.0554986534226174,8,H,5.228495650910297,0.9868712694360359
dsgdb9nsd_000948,10,6,2.0554986534226174,4,N,2.0687306551340545,0.33331809562184833
dsgdb9nsd_000948,10,6,2.0554986534226174,2,N,3.7525235978322486,0.8155694532781841
dsgdb9nsd_000948,10,6,2.0554986534226174,0,N,4.351661324725101,0.9982249878055522
